Time(s),SeqNum,Digital0,Digital1,Digital2,Digital3,Analog0,Analog1,Analog2,Analog3,Analog4,Analog5
6.189,13,1,1,1,1,508,1,499,508,0,0
6.19,14,1,1,1,1,510,1,499,507,0,0
6.191,15,1,1,1,1,512,0,503,508,0,0
6.192,0,1,1,1,1,512,1,507,507,0,0
6.193,1,1,1,1,1,512,1,507,508,0,0
6.194,2,1,1,1,1,513,2,508,510,0,0
6.195,3,1,1,1,1,514,1,509,508,0,0
6.196,4,1,1,1,1,512,1,505,510,0,0
6.197,5,1,1,1,1,509,1,504,509,0,0
6.198,6,1,1,1,1,508,1,507,506,0,0
6.199,7,1,1,1,1,504,0,509,507,0,0
6.2,8,1,1,1,1,507,1,512,507,0,0
6.201,9,1,1,1,1,508,1,511,508,0,0
6.202,10,1,1,1,1,511,2,518,507,0,0
6.203,11,1,1,1,1,513,1,519,510,0,0
6.204,12,1,1,1,1,513,1,515,508,0,0
6.205,13,1,1,1,1,513,1,515,508,0,0
6.206,14,1,1,1,1,513,1,519,508,0,0
6.207,15,1,1,1,1,513,0,518,507,0,0
6.208,0,1,1,1,1,513,1,515,507,0,0
6.209,1,1,1,1,1,511,1,512,507,0,0
6.21,2,1,1,1,1,515,2,514,506,0,0
6.211,3,1,1,1,1,515,1,512,504,0,0
6.212,4,1,1,1,1,515,1,516,508,0,0
6.213,5,1,1,1,1,512,1,510,507,0,0
6.214,6,1,1,1,1,513,1,504,509,0,0
6.215,7,1,1,1,1,512,1,507,510,0,0
6.216,8,1,1,1,1,514,1,507,509,0,0
6.217,9,1,1,1,1,513,1,514,512,0,0
6.218,10,1,1,1,1,513,2,526,508,0,0
6.219,11,1,1,1,1,514,1,523,508,0,0
6.22,12,1,1,1,1,510,1,514,503,0,0
6.221,13,1,1,1,1,508,1,501,503,0,0
6.222,14,1,1,1,1,509,1,495,504,0,0
6.223,15,1,1,1,1,510,1,492,509,0,0
6.224,0,1,1,1,1,512,1,496,512,0,0
6.225,1,1,1,1,1,515,1,506,515,0,0
6.226,2,1,1,1,1,514,2,510,510,0,0
6.227,3,1,1,1,1,514,1,519,509,0,0
6.228,4,1,1,1,1,513,1,532,504,0,0
6.229,5,1,1,1,1,511,1,528,501,0,0
6.23,6,1,1,1,1,506,1,519,499,0,0
6.231,7,1,1,1,1,511,1,509,502,0,0
6.232,8,1,1,1,1,513,1,501,508,0,0
6.233,9,1,1,1,1,512,1,496,514,0,0
6.234,10,1,1,1,1,510,2,493,515,0,0
6.235,11,1,1,1,1,509,1,479,520,0,0
6.236,12,1,1,1,1,503,0,473,518,0,0
6.237,13,1,1,1,1,500,1,476,515,0,0
6.238,14,1,1,1,1,506,1,486,518,0,0
6.239,15,1,1,1,1,504,1,502,515,0,0
6.24,0,1,1,1,1,506,1,504,506,0,0
6.241,1,1,1,1,1,512,1,518,510,0,0
6.242,2,1,1,1,1,515,2,514,510,0,0
6.243,3,1,1,1,1,513,1,507,510,0,0
6.244,4,1,1,1,1,515,0,514,508,0,0
6.245,5,1,1,1,1,513,1,518,505,0,0
6.246,6,1,1,1,1,517,1,520,504,0,0
6.247,7,1,1,1,1,518,1,530,496,0,0
6.248,8,1,1,1,1,515,1,529,492,0,0
6.249,9,1,1,1,1,518,1,545,493,0,0
6.25,10,1,1,1,1,528,2,566,500,0,0
6.251,11,1,1,1,1,536,1,587,500,0,0
6.252,12,1,1,1,1,524,0,579,492,0,0
6.253,13,1,1,1,1,513,1,536,486,0,0
6.254,14,1,1,1,1,512,1,495,492,0,0
6.255,15,1,1,1,1,504,1,455,493,0,0
6.256,0,1,1,1,1,500,1,423,497,0,0
6.257,1,1,1,1,1,494,1,409,521,0,0
6.258,2,1,1,1,1,496,1,417,543,0,0
6.259,3,1,1,1,1,505,1,448,552,0,0
6.26,4,1,1,1,1,496,1,470,544,0,0
6.261,5,1,1,1,1,498,1,488,532,0,0
6.262,6,1,1,1,1,511,1,502,524,0,0
6.263,7,1,1,1,1,505,1,510,511,0,0
6.264,8,1,1,1,1,512,1,531,522,0,0
6.265,9,1,1,1,1,518,1,528,512,0,0
6.266,10,1,1,1,1,517,1,521,512,0,0
6.267,11,1,1,1,1,510,1,506,520,0,0
6.268,12,1,1,1,1,503,1,479,512,0,0
6.269,13,1,1,1,1,507,1,483,511,0,0
6.27,14,1,1,1,1,510,1,500,506,0,0
6.271,15,1,1,1,1,513,1,534,505,0,0
6.272,0,1,1,1,1,508,1,538,504,0,0
6.273,1,1,1,1,1,511,1,548,505,0,0
6.274,2,1,1,1,1,515,1,562,491,0,0
6.275,3,1,1,1,1,516,1,554,484,0,0
6.276,4,1,1,1,1,526,0,556,485,0,0
6.277,5,1,1,1,1,532,1,604,503,0,0
6.278,6,1,1,1,1,527,1,855,501,0,0
6.279,7,1,1,1,1,521,1,994,518,0,0
6.28,8,1,1,1,1,522,1,1022,518,0,0
6.281,9,1,1,1,1,534,1,1022,499,0,0
6.282,10,1,1,1,1,526,2,1022,476,0,0
6.283,11,1,1,1,1,514,1,1022,492,0,0
6.284,12,1,1,1,1,508,0,1022,472,0,0
6.285,13,1,1,1,1,509,1,1022,471,0,0
6.286,14,1,1,1,1,507,1,1021,490,0,0
6.287,15,1,1,1,1,502,1,811,519,0,0
6.288,0,1,1,1,1,508,1,628,524,0,0
6.289,1,1,1,1,1,520,1,502,511,0,0
6.29,2,1,1,1,1,512,2,396,493,0,0
6.291,3,1,1,1,1,496,1,355,484,0,0
6.292,4,1,1,1,1,496,0,329,545,0,0
6.293,5,1,1,1,1,483,1,284,543,0,0
6.294,6,1,1,1,1,467,1,245,525,0,0
6.295,7,1,1,1,1,480,1,224,519,0,0
6.296,8,1,1,1,1,502,1,214,532,0,0
6.297,9,1,1,1,1,510,1,186,578,0,0
6.298,10,1,1,1,1,508,2,184,567,0,0
6.299,11,1,1,1,1,492,1,185,546,0,0
6.3,12,1,1,1,1,496,1,169,537,0,0
6.301,13,1,1,1,1,491,1,175,526,0,0
6.302,14,1,1,1,1,489,1,209,508,0,0
6.303,15,1,1,1,1,505,1,253,483,0,0
6.304,0,1,1,1,1,530,1,312,468,0,0
6.305,1,1,1,1,1,551,1,356,480,0,0
6.306,2,1,1,1,1,571,2,367,479,0,0
6.307,3,1,1,1,1,556,1,394,463,0,0
6.308,4,1,1,1,1,560,1,435,502,0,0
6.309,5,1,1,1,1,545,1,415,489,0,0
6.31,6,1,1,1,1,524,1,350,478,0,0
6.311,7,1,1,1,1,501,1,278,473,0,0
6.312,8,1,1,1,1,476,1,251,509,0,0
6.313,9,1,1,1,1,460,1,251,531,0,0
6.314,10,1,1,1,1,460,1,259,546,0,0
6.315,11,1,1,1,1,499,1,320,546,0,0
6.316,12,1,1,1,1,508,1,346,526,0,0
6.317,13,1,1,1,1,499,1,343,555,0,0
6.318,14,1,1,1,1,497,1,364,521,0,0
6.319,15,1,1,1,1,498,0,406,496,0,0
6.32,0,1,1,1,1,513,1,458,498,0,0
6.321,1,1,1,1,1,522,1,495,532,0,0
6.322,2,1,1,1,1,511,2,506,533,0,0
6.323,3,1,1,1,1,523,1,537,514,0,0
6.324,4,1,1,1,1,528,1,535,481,0,0
6.325,5,1,1,1,1,527,1,530,465,0,0
6.326,6,1,1,1,1,552,1,536,488,0,0
6.327,7,1,1,1,1,544,1,528,497,0,0
6.328,8,1,1,1,1,540,1,527,483,0,0
6.329,9,1,1,1,1,541,1,554,478,0,0
6.33,10,1,1,1,1,519,2,518,497,0,0
6.331,11,1,1,1,1,515,1,500,485,0,0
6.332,12,1,1,1,1,525,1,484,500,0,0
6.333,13,1,1,1,1,520,1,480,500,0,0
6.334,14,1,1,1,1,515,1,501,507,0,0
6.335,15,1,1,1,1,509,0,489,497,0,0
6.336,0,1,1,1,1,526,1,541,498,0,0
6.337,1,1,1,1,1,536,1,558,519,0,0
6.338,2,1,1,1,1,504,2,521,517,0,0
6.339,3,1,1,1,1,501,1,466,514,0,0
6.34,4,1,1,1,1,525,1,455,524,0,0
6.341,5,1,1,1,1,512,1,411,528,0,0
6.342,6,1,1,1,1,483,1,387,522,0,0
6.343,7,1,1,1,1,449,1,346,524,0,0
6.344,8,1,1,1,1,449,1,362,514,0,0
6.345,9,1,1,1,1,453,1,356,527,0,0
6.346,10,1,1,1,1,476,1,389,514,0,0
6.347,11,1,1,1,1,488,1,420,533,0,0
6.348,12,1,1,1,1,504,1,468,512,0,0
6.349,13,1,1,1,1,531,1,507,491,0,0
6.35,14,1,1,1,1,522,1,526,475,0,0
6.351,15,1,1,1,1,534,1,608,493,0,0
6.352,0,1,1,1,1,541,1,611,536,0,0
6.353,1,1,1,1,1,527,1,547,508,0,0
6.354,2,1,1,1,1,533,2,476,514,0,0
6.355,3,1,1,1,1,513,1,402,527,0,0
6.356,4,1,1,1,1,500,1,395,564,0,0
6.357,5,1,1,1,1,526,1,393,551,0,0
6.358,6,1,1,1,1,497,1,384,513,0,0
6.359,7,1,1,1,1,465,1,402,492,0,0
6.36,8,1,1,1,1,457,1,446,489,0,0
6.361,9,1,1,1,1,488,1,493,484,0,0
6.362,10,1,1,1,1,534,2,560,495,0,0
6.363,11,1,1,1,1,556,1,608,494,0,0
6.364,12,1,1,1,1,558,1,621,474,0,0
6.365,13,1,1,1,1,561,1,643,461,0,0
6.366,14,1,1,1,1,558,1,602,446,0,0
6.367,15,1,1,1,1,567,1,553,447,0,0
6.368,0,1,1,1,1,553,1,473,496,0,0
6.369,1,1,1,1,1,511,1,382,527,0,0
6.37,2,1,1,1,1,499,1,342,513,0,0
6.371,3,1,1,1,1,489,1,321,519,0,0
6.372,4,1,1,1,1,455,1,339,561,0,0
6.373,5,1,1,1,1,457,1,426,530,0,0
6.374,6,1,1,1,1,463,1,518,497,0,0
6.375,7,1,1,1,1,503,1,563,532,0,0
6.376,8,1,1,1,1,530,1,596,519,0,0
6.377,9,1,1,1,1,522,1,570,556,0,0
6.378,10,1,1,1,1,515,1,530,546,0,0
6.379,11,1,1,1,1,513,1,479,551,0,0
6.38,12,1,1,1,1,503,1,426,505,0,0
6.381,13,1,1,1,1,503,1,435,517,0,0
6.382,14,1,1,1,1,460,1,433,510,0,0
6.383,15,1,1,1,1,470,1,487,505,0,0
6.384,0,1,1,1,1,507,1,517,475,0,0
6.385,1,1,1,1,1,515,1,531,459,0,0
6.386,2,1,1,1,1,531,2,545,526,0,0
6.387,3,1,1,1,1,515,1,502,534,0,0
6.388,4,1,1,1,1,515,1,501,505,0,0
6.389,5,1,1,1,1,529,1,571,480,0,0
6.39,6,1,1,1,1,551,1,608,509,0,0
6.391,7,1,1,1,1,526,1,567,510,0,0
6.392,8,1,1,1,1,496,1,534,490,0,0
6.393,9,1,1,1,1,521,1,526,493,0,0
6.394,10,1,1,1,1,532,2,501,508,0,0
6.395,11,1,1,1,1,525,1,484,555,0,0
6.396,12,1,1,1,1,515,1,512,522,0,0
6.397,13,1,1,1,1,497,1,513,515,0,0
6.398,14,1,1,1,1,503,1,532,501,0,0
6.399,15,1,1,1,1,518,1,558,504,0,0
6.4,0,1,1,1,1,519,1,557,492,0,0
6.401,1,1,1,1,1,519,1,537,502,0,0
6.402,2,1,1,1,1,520,2,520,524,0,0
6.403,3,1,1,1,1,520,1,514,524,0,0
6.404,4,1,1,1,1,510,1,495,525,0,0
6.405,5,1,1,1,1,477,1,482,511,0,0
6.406,6,1,1,1,1,477,1,514,492,0,0
6.407,7,1,1,1,1,516,0,531,503,0,0
6.408,8,1,1,1,1,524,1,517,500,0,0
6.409,9,1,1,1,1,520,1,511,493,0,0
6.41,10,1,1,1,1,529,2,518,470,0,0
6.411,11,1,1,1,1,532,1,507,498,0,0
6.412,12,1,1,1,1,507,1,480,487,0,0
6.413,13,1,1,1,1,491,1,485,480,0,0
6.414,14,1,1,1,1,521,1,593,487,0,0
6.415,15,1,1,1,1,548,1,623,507,0,0
6.416,0,1,1,1,1,541,1,558,519,0,0
6.417,1,1,1,1,1,538,1,510,531,0,0
6.418,2,1,1,1,1,512,2,419,529,0,0
6.419,3,1,1,1,1,481,1,349,518,0,0
6.42,4,1,1,1,1,452,1,317,524,0,0
6.421,5,1,1,1,1,460,1,369,511,0,0
6.422,6,1,1,1,1,472,1,428,499,0,0
6.423,7,1,1,1,1,494,0,490,502,0,0
6.424,8,1,1,1,1,511,1,516,519,0,0
6.425,9,1,1,1,1,528,1,524,527,0,0
6.426,10,1,1,1,1,535,2,524,551,0,0
6.427,11,1,1,1,1,529,1,517,546,0,0
6.428,12,1,1,1,1,507,1,497,527,0,0
6.429,13,1,1,1,1,490,1,482,499,0,0
6.43,14,1,1,1,1,485,1,508,475,0,0
6.431,15,1,1,1,1,522,1,584,480,0,0
6.432,0,1,1,1,1,551,1,615,482,0,0
6.433,1,1,1,1,1,563,2,642,486,0,0
6.434,2,1,1,1,1,565,2,650,491,0,0
6.435,3,1,1,1,1,561,1,606,501,0,0
6.436,4,1,1,1,1,531,1,534,515,0,0
6.437,5,1,1,1,1,502,1,463,505,0,0
6.438,6,1,1,1,1,458,1,417,503,0,0
6.439,7,1,1,1,1,449,1,410,543,0,0
6.44,8,1,1,1,1,456,1,425,532,0,0
6.441,9,1,1,1,1,464,1,470,499,0,0
6.442,10,1,1,1,1,500,1,546,500,0,0
6.443,11,1,1,1,1,529,1,649,492,0,0
6.444,12,1,1,1,1,547,1,687,494,0,0
6.445,13,1,1,1,1,576,1,730,498,0,0
6.446,14,1,1,1,1,593,2,693,521,0,0
6.447,15,1,1,1,1,555,1,578,543,0,0
6.448,0,1,1,1,1,515,1,454,546,0,0
6.449,1,1,1,1,1,478,1,376,533,0,0
6.45,2,1,1,1,1,457,1,335,513,0,0
6.451,3,1,1,1,1,430,0,298,546,0,0
6.452,4,1,1,1,1,430,0,359,478,0,0
6.453,5,1,1,1,1,468,1,415,485,0,0
6.454,6,1,1,1,1,506,1,500,510,0,0
6.455,7,1,1,1,1,535,1,568,512,0,0
6.456,8,1,1,1,1,553,1,609,495,0,0
6.457,9,1,1,1,1,539,1,584,469,0,0
6.458,10,1,1,1,1,538,2,566,495,0,0
6.459,11,1,1,1,1,548,1,540,526,0,0
6.46,12,1,1,1,1,532,0,486,529,0,0
6.461,13,1,1,1,1,510,1,449,514,0,0
6.462,14,1,1,1,1,489,1,425,507,0,0
6.463,15,1,1,1,1,475,1,430,495,0,0
6.464,0,1,1,1,1,504,1,483,506,0,0
6.465,1,1,1,1,1,523,1,524,509,0,0
6.466,2,1,1,1,1,526,2,540,507,0,0
6.467,3,1,1,1,1,529,1,542,497,0,0
6.468,4,1,1,1,1,521,0,543,482,0,0
6.469,5,1,1,1,1,518,1,549,484,0,0
6.47,6,1,1,1,1,516,1,551,501,0,0
6.471,7,1,1,1,1,528,1,564,518,0,0
6.472,8,1,1,1,1,531,1,542,533,0,0
6.473,9,1,1,1,1,515,1,498,531,0,0
6.474,10,1,1,1,1,511,1,469,531,0,0
6.475,11,1,1,1,1,505,1,451,506,0,0
6.476,12,1,1,1,1,503,1,512,502,0,0
6.477,13,1,1,1,1,521,1,562,489,0,0
6.478,14,1,1,1,1,518,1,548,483,0,0
6.479,15,1,1,1,1,509,1,515,500,0,0
6.48,0,1,1,1,1,526,1,490,540,0,0
6.481,1,1,1,1,1,530,1,462,553,0,0
6.482,2,1,1,1,1,491,1,403,538,0,0
6.483,3,1,1,1,1,468,1,373,487,0,0
6.484,4,1,1,1,1,441,1,371,487,0,0
6.485,5,1,1,1,1,457,1,415,490,0,0
6.486,6,1,1,1,1,491,1,482,494,0,0
6.487,7,1,1,1,1,528,1,560,487,0,0
6.488,8,1,1,1,1,547,1,608,490,0,0
6.489,9,1,1,1,1,540,1,586,499,0,0
6.49,10,1,1,1,1,542,2,552,504,0,0
6.491,11,1,1,1,1,541,1,515,514,0,0
6.492,12,1,1,1,1,546,1,470,536,0,0
6.493,13,1,1,1,1,508,1,428,528,0,0
6.494,14,1,1,1,1,512,1,467,534,0,0
6.495,15,1,1,1,1,498,1,476,516,0,0
6.496,0,1,1,1,1,500,1,479,483,0,0
6.497,1,1,1,1,1,510,1,506,492,0,0
6.498,2,1,1,1,1,515,2,490,512,0,0
6.499,3,1,1,1,1,532,1,522,543,0,0
6.5,4,1,1,1,1,518,0,474,533,0,0
6.501,5,1,1,1,1,451,1,369,501,0,0
6.502,6,1,1,1,1,428,1,359,496,0,0
6.503,7,1,1,1,1,473,1,439,525,0,0
6.504,8,1,1,1,1,521,1,489,545,0,0
6.505,9,1,1,1,1,513,1,508,509,0,0
6.506,10,1,1,1,1,520,2,542,509,0,0
6.507,11,1,1,1,1,533,1,560,498,0,0
6.508,12,1,1,1,1,535,0,563,498,0,0
6.509,13,1,1,1,1,536,1,574,504,0,0
6.51,14,1,1,1,1,532,1,563,487,0,0
6.511,15,1,1,1,1,520,1,551,498,0,0
6.512,0,1,1,1,1,517,1,545,545,0,0
6.513,1,1,1,1,1,496,1,528,517,0,0
6.514,2,1,1,1,1,497,2,523,501,0,0
6.515,3,1,1,1,1,504,1,534,500,0,0
6.516,4,1,1,1,1,524,1,566,497,0,0
6.517,5,1,1,1,1,532,1,575,476,0,0
6.518,6,1,1,1,1,528,1,579,476,0,0
6.519,7,1,1,1,1,522,1,575,491,0,0
6.52,8,1,1,1,1,521,1,568,510,0,0
6.521,9,1,1,1,1,519,1,542,505,0,0
6.522,10,1,1,1,1,507,2,490,540,0,0
6.523,11,1,1,1,1,482,1,444,545,0,0
6.524,12,1,1,1,1,471,1,430,520,0,0
6.525,13,1,1,1,1,505,1,452,495,0,0
6.526,14,1,1,1,1,518,1,507,496,0,0
6.527,15,1,1,1,1,521,1,535,508,0,0
6.528,0,1,1,1,1,527,1,556,515,0,0
6.529,1,1,1,1,1,539,1,599,499,0,0
6.53,2,1,1,1,1,538,2,604,486,0,0
6.531,3,1,1,1,1,539,1,575,480,0,0
6.532,4,1,1,1,1,553,1,555,519,0,0
6.533,5,1,1,1,1,545,1,515,511,0,0
6.534,6,1,1,1,1,523,1,472,516,0,0
6.535,7,1,1,1,1,488,1,419,527,0,0
6.536,8,1,1,1,1,460,1,396,519,0,0
6.537,9,1,1,1,1,457,1,408,500,0,0
6.538,10,1,1,1,1,469,1,437,509,0,0
6.539,11,1,1,1,1,478,1,464,538,0,0
6.54,12,1,1,1,1,482,1,481,508,0,0
6.541,13,1,1,1,1,477,1,466,480,0,0
6.542,14,1,1,1,1,493,1,465,503,0,0
6.543,15,1,1,1,1,502,0,470,504,0,0
6.544,0,1,1,1,1,515,1,492,528,0,0
6.545,1,1,1,1,1,523,1,521,527,0,0
6.546,2,1,1,1,1,520,2,539,517,0,0
6.547,3,1,1,1,1,524,1,548,508,0,0
6.548,4,1,1,1,1,524,1,563,496,0,0
6.549,5,1,1,1,1,547,1,609,494,0,0
6.55,6,1,1,1,1,568,1,706,482,0,0
6.551,7,1,1,1,1,574,1,740,474,0,0
6.552,8,1,1,1,1,541,1,639,524,0,0
6.553,9,1,1,1,1,531,1,546,514,0,0
6.554,10,1,1,1,1,531,2,467,518,0,0
6.555,11,1,1,1,1,517,1,371,549,0,0
6.556,12,1,1,1,1,489,1,311,555,0,0
6.557,13,1,1,1,1,443,1,285,526,0,0
6.558,14,1,1,1,1,416,1,311,513,0,0
6.559,15,1,1,1,1,435,0,391,488,0,0
6.56,0,1,1,1,1,481,1,486,502,0,0
6.561,1,1,1,1,1,525,1,569,491,0,0
6.562,2,1,1,1,1,535,2,633,475,0,0
6.563,3,1,1,1,1,551,1,668,482,0,0
6.564,4,1,1,1,1,581,2,690,498,0,0
6.565,5,1,1,1,1,572,2,608,518,0,0
6.566,6,1,1,1,1,524,1,478,516,0,0
6.567,7,1,1,1,1,496,1,383,509,0,0
6.568,8,1,1,1,1,481,1,340,535,0,0
6.569,9,1,1,1,1,467,1,358,527,0,0
6.57,10,1,1,1,1,461,1,421,524,0,0
6.571,11,1,1,1,1,463,1,472,524,0,0
6.572,12,1,1,1,1,506,1,531,502,0,0
6.573,13,1,1,1,1,536,1,571,490,0,0
6.574,14,1,1,1,1,536,1,569,499,0,0
6.575,15,1,1,1,1,531,1,559,513,0,0
6.576,0,1,1,1,1,529,1,544,516,0,0
6.577,1,1,1,1,1,548,1,543,507,0,0
6.578,2,1,1,1,1,519,2,523,509,0,0
6.579,3,1,1,1,1,494,1,514,507,0,0
6.58,4,1,1,1,1,495,1,506,508,0,0
6.581,5,1,1,1,1,511,1,519,484,0,0
6.582,6,1,1,1,1,515,1,514,495,0,0
6.583,7,1,1,1,1,504,1,506,499,0,0
6.584,8,1,1,1,1,518,1,527,496,0,0
6.585,9,1,1,1,1,531,1,519,497,0,0
6.586,10,1,1,1,1,528,1,520,503,0,0
6.587,11,1,1,1,1,529,1,547,507,0,0
6.588,12,1,1,1,1,532,1,591,494,0,0
6.589,13,1,1,1,1,547,1,603,496,0,0
6.59,14,1,1,1,1,540,1,534,512,0,0
6.591,15,1,1,1,1,520,1,459,526,0,0
6.592,0,1,1,1,1,490,1,391,531,0,0
6.593,1,1,1,1,1,486,1,352,534,0,0
6.594,2,1,1,1,1,472,1,381,500,0,0
6.595,3,1,1,1,1,488,1,507,496,0,0
6.596,4,1,1,1,1,502,1,581,483,0,0
6.597,5,1,1,1,1,525,1,586,515,0,0
6.598,6,1,1,1,1,536,1,547,513,0,0
6.599,7,1,1,1,1,530,1,462,528,0,0
6.6,8,1,1,1,1,496,1,393,550,0,0
6.601,9,1,1,1,1,450,1,320,531,0,0
6.602,10,1,1,1,1,431,1,338,519,0,0
6.603,11,1,1,1,1,455,1,416,510,0,0
6.604,12,1,1,1,1,487,1,519,512,0,0
6.605,13,1,1,1,1,533,1,615,502,0,0
6.606,14,1,1,1,1,550,1,623,487,0,0
6.607,15,1,1,1,1,547,1,602,492,0,0
6.608,0,1,1,1,1,555,1,615,492,0,0
6.609,1,1,1,1,1,565,2,624,499,0,0
6.61,2,1,1,1,1,546,2,574,490,0,0
6.611,3,1,1,1,1,514,1,521,493,0,0
6.612,4,1,1,1,1,507,1,504,504,0,0
6.613,5,1,1,1,1,500,1,495,515,0,0
6.614,6,1,1,1,1,508,1,497,532,0,0
6.615,7,1,1,1,1,506,1,489,522,0,0
6.616,8,1,1,1,1,479,1,446,502,0,0
6.617,9,1,1,1,1,470,1,438,502,0,0
6.618,10,1,1,1,1,513,2,466,515,0,0
6.619,11,1,1,1,1,522,1,469,524,0,0
6.62,12,1,1,1,1,513,1,492,532,0,0
6.621,13,1,1,1,1,515,1,527,521,0,0
6.622,14,1,1,1,1,503,1,548,502,0,0
6.623,15,1,1,1,1,510,1,575,489,0,0
6.624,0,1,1,1,1,531,1,582,495,0,0
6.625,1,1,1,1,1,530,1,571,496,0,0
6.626,2,1,1,1,1,526,2,567,482,0,0
6.627,3,1,1,1,1,528,1,608,518,0,0
6.628,4,1,1,1,1,527,1,633,500,0,0
6.629,5,1,1,1,1,537,1,589,478,0,0
6.63,6,1,1,1,1,535,1,523,495,0,0
6.631,7,1,1,1,1,536,1,476,512,0,0
6.632,8,1,1,1,1,538,1,443,540,0,0
6.633,9,1,1,1,1,510,1,424,562,0,0
6.634,10,1,1,1,1,472,1,446,562,0,0
6.635,11,1,1,1,1,453,1,461,509,0,0
6.636,12,1,1,1,1,464,1,473,490,0,0
6.637,13,1,1,1,1,466,1,443,493,0,0
6.638,14,1,1,1,1,467,1,414,496,0,0
6.639,15,1,1,1,1,502,0,427,498,0,0
6.64,0,1,1,1,1,495,1,427,519,0,0
6.641,1,1,1,1,1,465,1,440,520,0,0
6.642,2,1,1,1,1,488,1,494,505,0,0
6.643,3,1,1,1,1,535,1,590,478,0,0
6.644,4,1,1,1,1,558,1,646,489,0,0
6.645,5,1,1,1,1,558,1,649,503,0,0
6.646,6,1,1,1,1,553,1,632,503,0,0
6.647,7,1,1,1,1,550,1,578,497,0,0
6.648,8,1,1,1,1,560,1,539,518,0,0
6.649,9,1,1,1,1,527,1,462,547,0,0
6.65,10,1,1,1,1,493,2,423,526,0,0
6.651,11,1,1,1,1,460,1,405,510,0,0
6.652,12,1,1,1,1,452,1,423,485,0,0
6.653,13,1,1,1,1,469,1,474,502,0,0
6.654,14,1,1,1,1,515,1,530,512,0,0
6.655,15,1,1,1,1,520,1,535,501,0,0
6.656,0,1,1,1,1,510,1,520,544,0,0
6.657,1,1,1,1,1,517,1,531,517,0,0
6.658,2,1,1,1,1,542,2,575,505,0,0
6.659,3,1,1,1,1,559,1,596,510,0,0
6.66,4,1,1,1,1,549,1,587,500,0,0
6.661,5,1,1,1,1,526,1,550,487,0,0
6.662,6,1,1,1,1,526,1,532,491,0,0
6.663,7,1,1,1,1,526,1,514,507,0,0
6.664,8,1,1,1,1,517,1,517,527,0,0
6.665,9,1,1,1,1,504,1,489,513,0,0
6.666,10,1,1,1,1,497,1,500,515,0,0
6.667,11,1,1,1,1,483,1,495,503,0,0
6.668,12,1,1,1,1,479,1,457,513,0,0
6.669,13,1,1,1,1,494,1,445,513,0,0
6.67,14,1,1,1,1,501,1,444,499,0,0
6.671,15,1,1,1,1,502,1,437,502,0,0
6.672,0,1,1,1,1,502,1,457,519,0,0
6.673,1,1,1,1,1,506,1,482,520,0,0
6.674,2,1,1,1,1,515,2,500,518,0,0
6.675,3,1,1,1,1,518,1,509,524,0,0
6.676,4,1,1,1,1,525,0,531,508,0,0
6.677,5,1,1,1,1,523,1,539,502,0,0
6.678,6,1,1,1,1,512,1,537,497,0,0
6.679,7,1,1,1,1,521,1,554,479,0,0
6.68,8,1,1,1,1,539,1,601,486,0,0
6.681,9,1,1,1,1,540,1,587,504,0,0
6.682,10,1,1,1,1,547,2,596,494,0,0
6.683,11,1,1,1,1,542,1,584,473,0,0
6.684,12,1,1,1,1,532,0,546,518,0,0
6.685,13,1,1,1,1,513,1,496,533,0,0
6.686,14,1,1,1,1,507,1,515,534,0,0
6.687,15,1,1,1,1,504,1,496,518,0,0
6.688,0,1,1,1,1,481,1,497,495,0,0
6.689,1,1,1,1,1,483,1,487,483,0,0
6.69,2,1,1,1,1,502,2,457,475,0,0
6.691,3,1,1,1,1,491,1,411,500,0,0
6.692,4,1,1,1,1,462,1,388,505,0,0
6.693,5,1,1,1,1,454,1,396,510,0,0
6.694,6,1,1,1,1,464,1,417,538,0,0
6.695,7,1,1,1,1,498,1,473,553,0,0
6.696,8,1,1,1,1,514,1,502,538,0,0
6.697,9,1,1,1,1,516,1,526,528,0,0
6.698,10,1,1,1,1,520,1,553,522,0,0
6.699,11,1,1,1,1,527,1,581,513,0,0
6.7,12,1,1,1,1,523,1,642,492,0,0
6.701,13,1,1,1,1,523,1,607,489,0,0
6.702,14,1,1,1,1,523,1,568,480,0,0
6.703,15,1,1,1,1,536,1,572,493,0,0
6.704,0,1,1,1,1,554,1,550,531,0,0
6.705,1,1,1,1,1,543,1,468,531,0,0
6.706,2,1,1,1,1,503,1,450,519,0,0
6.707,3,1,1,1,1,497,1,434,502,0,0
6.708,4,1,1,1,1,509,1,448,504,0,0
6.709,5,1,1,1,1,486,1,480,492,0,0
6.71,6,1,1,1,1,484,1,505,499,0,0
6.711,7,1,1,1,1,487,1,553,528,0,0
6.712,8,1,1,1,1,511,1,576,514,0,0
6.713,9,1,1,1,1,540,1,567,504,0,0
6.714,10,1,1,1,1,547,2,540,502,0,0
6.715,11,1,1,1,1,541,1,508,513,0,0
6.716,12,1,1,1,1,519,0,484,504,0,0
6.717,13,1,1,1,1,506,1,488,483,0,0
6.718,14,1,1,1,1,497,1,475,491,0,0
6.719,15,1,1,1,1,512,1,487,518,0,0
6.72,0,1,1,1,1,504,1,517,527,0,0
6.721,1,1,1,1,1,511,1,535,520,0,0
6.722,2,1,1,1,1,518,2,519,499,0,0
6.723,3,1,1,1,1,515,1,499,516,0,0
