Time(s),SeqNum,Digital0,Digital1,Digital2,Digital3,Analog0,Analog1,Analog2,Analog3,Analog4,Analog5
12.692,4,1,1,1,1,510,1,560,506,0,0
12.693,5,1,1,1,1,509,1,556,508,0,0
12.694,6,1,1,1,1,510,1,550,507,0,0
12.695,7,1,1,1,1,510,1,543,507,0,0
12.696,8,1,1,1,1,511,1,531,506,0,0
12.697,9,1,1,1,1,510,1,525,508,0,0
12.698,10,1,1,1,1,512,1,528,508,0,0
12.699,11,1,1,1,1,512,1,523,510,0,0
12.7,12,1,1,1,1,512,1,508,512,0,0
12.701,13,1,1,1,1,511,1,503,510,0,0
12.702,14,1,1,1,1,512,1,500,509,0,0
12.703,15,1,1,1,1,513,1,486,507,0,0
12.704,0,1,1,1,1,512,1,481,508,0,0
12.705,1,1,1,1,1,515,1,476,508,0,0
12.706,2,1,1,1,1,514,1,468,508,0,0
12.707,3,1,1,1,1,512,1,462,507,0,0
12.708,4,1,1,1,1,513,1,446,509,0,0
12.709,5,1,1,1,1,512,1,434,510,0,0
12.71,6,1,1,1,1,510,1,436,510,0,0
12.711,7,1,1,1,1,510,1,437,506,0,0
12.712,8,1,1,1,1,510,1,423,507,0,0
12.713,9,1,1,1,1,509,1,427,510,0,0
12.714,10,1,1,1,1,510,1,433,510,0,0
12.715,11,1,1,1,1,509,1,439,508,0,0
12.716,12,1,1,1,1,511,1,434,510,0,0
12.717,13,1,1,1,1,511,1,452,507,0,0
12.718,14,1,1,1,1,513,1,455,506,0,0
12.719,15,1,1,1,1,512,1,450,506,0,0
12.72,0,1,1,1,1,511,1,459,508,0,0
12.721,1,1,1,1,1,512,1,457,507,0,0
12.722,2,1,1,1,1,513,2,457,509,0,0
12.723,3,1,1,1,1,514,1,468,506,0,0
12.724,4,1,1,1,1,511,1,476,507,0,0
12.725,5,1,1,1,1,510,1,473,508,0,0
12.726,6,1,1,1,1,510,1,473,506,0,0
12.727,7,1,1,1,1,511,1,476,510,0,0
12.728,8,1,1,1,1,511,1,481,511,0,0
12.729,9,1,1,1,1,512,1,488,511,0,0
12.73,10,1,1,1,1,515,2,482,511,0,0
12.731,11,1,1,1,1,515,1,479,512,0,0
12.732,12,1,1,1,1,510,1,479,509,0,0
12.733,13,1,1,1,1,510,1,481,507,0,0
12.734,14,1,1,1,1,511,1,489,507,0,0
12.735,15,1,1,1,1,511,1,494,506,0,0
12.736,0,1,1,1,1,512,1,500,509,0,0
12.737,1,1,1,1,1,510,1,499,509,0,0
12.738,2,1,1,1,1,511,2,493,510,0,0
12.739,3,1,1,1,1,510,1,501,506,0,0
12.74,4,1,1,1,1,512,1,503,507,0,0
12.741,5,1,1,1,1,512,1,510,509,0,0
12.742,6,1,1,1,1,511,1,512,507,0,0
12.743,7,1,1,1,1,511,0,515,508,0,0
12.744,8,1,1,1,1,512,1,506,509,0,0
12.745,9,1,1,1,1,510,1,504,505,0,0
12.746,10,1,1,1,1,511,2,504,510,0,0
12.747,11,1,1,1,1,512,1,503,508,0,0
12.748,12,1,1,1,1,513,1,504,508,0,0
12.749,13,1,1,1,1,512,1,506,508,0,0
12.75,14,1,1,1,1,515,1,512,508,0,0
12.751,15,1,1,1,1,514,0,516,508,0,0
12.752,0,1,1,1,1,511,1,512,508,0,0
12.753,1,1,1,1,1,510,1,502,508,0,0
12.754,2,1,1,1,1,510,2,491,508,0,0
12.755,3,1,1,1,1,511,1,492,508,0,0
12.756,4,1,1,1,1,512,1,499,509,0,0
12.757,5,1,1,1,1,511,1,504,509,0,0
12.758,6,1,1,1,1,513,1,499,509,0,0
12.759,7,1,1,1,1,513,0,504,508,0,0
12.76,8,1,1,1,1,512,1,503,510,0,0
12.761,9,1,1,1,1,512,1,507,507,0,0
12.762,10,1,1,1,1,511,2,509,507,0,0
12.763,11,1,1,1,1,510,1,512,508,0,0
12.764,12,1,1,1,1,512,1,515,509,0,0
12.765,13,1,1,1,1,512,1,512,510,0,0
12.766,14,1,1,1,1,511,1,507,509,0,0
12.767,15,1,1,1,1,510,1,507,510,0,0
12.768,0,1,1,1,1,512,1,503,510,0,0
12.769,1,1,1,1,1,513,1,498,511,0,0
12.77,2,1,1,1,1,510,2,499,510,0,0
12.771,3,1,1,1,1,511,1,507,506,0,0
12.772,4,1,1,1,1,511,1,511,506,0,0
12.773,5,1,1,1,1,512,1,518,507,0,0
12.774,6,1,1,1,1,512,1,526,508,0,0
12.775,7,1,1,1,1,513,1,522,508,0,0
12.776,8,1,1,1,1,513,1,512,509,0,0
12.777,9,1,1,1,1,511,1,508,509,0,0
12.778,10,1,1,1,1,512,2,512,509,0,0
12.779,11,1,1,1,1,511,1,513,505,0,0
12.78,12,1,1,1,1,511,1,521,507,0,0
12.781,13,1,1,1,1,512,1,521,506,0,0
12.782,14,1,1,1,1,510,1,517,510,0,0
12.783,15,1,1,1,1,511,1,520,510,0,0
12.784,0,1,1,1,1,510,1,523,509,0,0
12.785,1,1,1,1,1,511,1,521,509,0,0
12.786,2,1,1,1,1,511,2,520,513,0,0
12.787,3,1,1,1,1,512,1,514,510,0,0
12.788,4,1,1,1,1,511,0,511,509,0,0
12.789,5,1,1,1,1,512,1,510,507,0,0
12.79,6,1,1,1,1,510,1,512,503,0,0
12.791,7,1,1,1,1,512,1,505,506,0,0
12.792,8,1,1,1,1,512,1,505,508,0,0
12.793,9,1,1,1,1,512,1,501,510,0,0
12.794,10,1,1,1,1,510,2,507,510,0,0
12.795,11,1,1,1,1,511,1,506,510,0,0
12.796,12,1,1,1,1,512,0,509,508,0,0
12.797,13,1,1,1,1,513,1,500,508,0,0
12.798,14,1,1,1,1,511,1,507,508,0,0
12.799,15,1,1,1,1,510,1,509,508,0,0
12.8,0,1,1,1,1,512,1,514,508,0,0
12.801,1,1,1,1,1,511,1,516,511,0,0
12.802,2,1,1,1,1,511,2,506,510,0,0
12.803,3,1,1,1,1,512,1,504,508,0,0
12.804,4,1,1,1,1,512,0,506,508,0,0
12.805,5,1,1,1,1,511,1,511,507,0,0
12.806,6,1,1,1,1,514,1,507,511,0,0
12.807,7,1,1,1,1,511,1,510,511,0,0
12.808,8,1,1,1,1,511,1,511,510,0,0
12.809,9,1,1,1,1,513,1,496,507,0,0
12.81,10,1,1,1,1,511,1,496,509,0,0
12.811,11,1,1,1,1,510,1,500,510,0,0
12.812,12,1,1,1,1,510,1,502,509,0,0
12.813,13,1,1,1,1,511,1,496,508,0,0
12.814,14,1,1,1,1,512,1,497,510,0,0
12.815,15,1,1,1,1,513,1,512,507,0,0
12.816,0,1,1,1,1,511,1,516,505,0,0
12.817,1,1,1,1,1,511,1,509,509,0,0
12.818,2,1,1,1,1,512,1,521,508,0,0
12.819,3,1,1,1,1,511,1,515,507,0,0
12.82,4,1,1,1,1,512,1,513,506,0,0
12.821,5,1,1,1,1,512,1,518,507,0,0
12.822,6,1,1,1,1,511,1,519,508,0,0
12.823,7,1,1,1,1,511,1,515,509,0,0
12.824,8,1,1,1,1,510,1,514,510,0,0
12.825,9,1,1,1,1,513,1,505,509,0,0
12.826,10,1,1,1,1,510,1,508,508,0,0
12.827,11,1,1,1,1,511,1,505,508,0,0
12.828,12,1,1,1,1,512,1,516,510,0,0
12.829,13,1,1,1,1,510,1,511,508,0,0
12.83,14,1,1,1,1,511,1,509,509,0,0
12.831,15,1,1,1,1,510,1,508,508,0,0
12.832,0,1,1,1,1,512,1,504,508,0,0
12.833,1,1,1,1,1,510,1,507,508,0,0
12.834,2,1,1,1,1,512,2,499,508,0,0
12.835,3,1,1,1,1,511,1,500,508,0,0
12.836,4,1,1,1,1,512,0,504,508,0,0
12.837,5,1,1,1,1,514,1,505,508,0,0
12.838,6,1,1,1,1,512,1,495,509,0,0
12.839,7,1,1,1,1,513,1,499,510,0,0
12.84,8,1,1,1,1,513,1,498,510,0,0
12.841,9,1,1,1,1,511,1,497,509,0,0
12.842,10,1,1,1,1,510,2,499,505,0,0
12.843,11,1,1,1,1,511,1,500,508,0,0
12.844,12,1,1,1,1,513,0,502,509,0,0
12.845,13,1,1,1,1,511,1,502,509,0,0
12.846,14,1,1,1,1,510,1,496,509,0,0
12.847,15,1,1,1,1,512,1,497,507,0,0
12.848,0,1,1,1,1,515,1,513,510,0,0
12.849,1,1,1,1,1,512,1,516,508,0,0
12.85,2,1,1,1,1,510,2,515,508,0,0
12.851,3,1,1,1,1,511,1,520,509,0,0
12.852,4,1,1,1,1,511,1,517,506,0,0
12.853,5,1,1,1,1,511,1,521,507,0,0
12.854,6,1,1,1,1,511,1,523,508,0,0
12.855,7,1,1,1,1,512,1,509,508,0,0
12.856,8,1,1,1,1,515,1,503,507,0,0
12.857,9,1,1,1,1,512,1,506,508,0,0
12.858,10,1,1,1,1,512,2,511,509,0,0
12.859,11,1,1,1,1,511,1,509,509,0,0
12.86,12,1,1,1,1,510,1,512,507,0,0
12.861,13,1,1,1,1,510,1,509,508,0,0
12.862,14,1,1,1,1,512,1,513,510,0,0
12.863,15,1,1,1,1,510,1,515,510,0,0
12.864,0,1,1,1,1,511,1,518,509,0,0
12.865,1,1,1,1,1,510,1,510,509,0,0
12.866,2,1,1,1,1,509,2,505,508,0,0
12.867,3,1,1,1,1,510,1,515,508,0,0
12.868,4,1,1,1,1,507,1,519,507,0,0
12.869,5,1,1,1,1,511,1,512,508,0,0
12.87,6,1,1,1,1,513,1,508,508,0,0
12.871,7,1,1,1,1,513,1,516,510,0,0
12.872,8,1,1,1,1,514,1,519,511,0,0
12.873,9,1,1,1,1,514,1,519,511,0,0
12.874,10,1,1,1,1,512,2,515,506,0,0
12.875,11,1,1,1,1,510,1,518,506,0,0
12.876,12,1,1,1,1,510,1,515,509,0,0
12.877,13,1,1,1,1,512,1,512,508,0,0
12.878,14,1,1,1,1,510,1,504,509,0,0
12.879,15,1,1,1,1,512,0,506,507,0,0
12.88,0,1,1,1,1,511,1,504,510,0,0
12.881,1,1,1,1,1,511,1,504,509,0,0
12.882,2,1,1,1,1,510,2,507,509,0,0
12.883,3,1,1,1,1,511,1,511,508,0,0
12.884,4,1,1,1,1,512,1,507,508,0,0
12.885,5,1,1,1,1,513,1,502,507,0,0
12.886,6,1,1,1,1,511,1,503,507,0,0
12.887,7,1,1,1,1,510,0,505,509,0,0
12.888,8,1,1,1,1,510,1,504,507,0,0
12.889,9,1,1,1,1,513,1,506,507,0,0
12.89,10,1,1,1,1,513,2,506,510,0,0
12.891,11,1,1,1,1,512,1,505,510,0,0
12.892,12,1,1,1,1,511,1,510,509,0,0
12.893,13,1,1,1,1,510,1,514,509,0,0
12.894,14,1,1,1,1,512,1,509,510,0,0
12.895,15,1,1,1,1,512,1,508,509,0,0
12.896,0,1,1,1,1,511,1,506,507,0,0
12.897,1,1,1,1,1,512,1,502,507,0,0
12.898,2,1,1,1,1,515,2,507,508,0,0
12.899,3,1,1,1,1,511,1,509,508,0,0
12.9,4,1,1,1,1,510,1,508,508,0,0
12.901,5,1,1,1,1,512,1,515,507,0,0
12.902,6,1,1,1,1,511,1,516,507,0,0
12.903,7,1,1,1,1,512,1,516,508,0,0
12.904,8,1,1,1,1,512,1,516,508,0,0
12.905,9,1,1,1,1,511,1,511,509,0,0
12.906,10,1,1,1,1,512,2,508,507,0,0
12.907,11,1,1,1,1,512,1,507,509,0,0
12.908,12,1,1,1,1,512,1,501,512,0,0
12.909,13,1,1,1,1,512,1,507,508,0,0
12.91,14,1,1,1,1,513,1,512,506,0,0
12.911,15,1,1,1,1,510,1,508,508,0,0
12.912,0,1,1,1,1,512,1,508,510,0,0
12.913,1,1,1,1,1,512,1,502,507,0,0
12.914,2,1,1,1,1,511,2,499,510,0,0
12.915,3,1,1,1,1,511,1,496,509,0,0
12.916,4,1,1,1,1,511,1,505,509,0,0
12.917,5,1,1,1,1,512,1,503,512,0,0
12.918,6,1,1,1,1,510,1,507,509,0,0
12.919,7,1,1,1,1,511,1,513,509,0,0
12.92,8,1,1,1,1,512,1,509,506,0,0
12.921,9,1,1,1,1,513,1,507,506,0,0
12.922,10,1,1,1,1,511,1,505,507,0,0
12.923,11,1,1,1,1,511,1,504,510,0,0
12.924,12,1,1,1,1,511,1,502,508,0,0
12.925,13,1,1,1,1,512,1,501,508,0,0
12.926,14,1,1,1,1,512,1,500,511,0,0
12.927,15,1,1,1,1,511,1,504,510,0,0
12.928,0,1,1,1,1,512,1,502,509,0,0
12.929,1,1,1,1,1,511,1,509,510,0,0
12.93,2,1,1,1,1,509,1,514,509,0,0
12.931,3,1,1,1,1,511,1,510,508,0,0
12.932,4,1,1,1,1,510,1,514,507,0,0
12.933,5,1,1,1,1,511,1,519,508,0,0
12.934,6,1,1,1,1,510,1,521,511,0,0
12.935,7,1,1,1,1,510,1,516,508,0,0
12.936,8,1,1,1,1,512,1,513,508,0,0
12.937,9,1,1,1,1,513,1,514,507,0,0
12.938,10,1,1,1,1,509,1,515,505,0,0
12.939,11,1,1,1,1,512,1,512,504,0,0
12.94,12,1,1,1,1,512,1,510,506,0,0
12.941,13,1,1,1,1,511,1,515,508,0,0
12.942,14,1,1,1,1,511,1,530,509,0,0
12.943,15,1,1,1,1,513,1,529,510,0,0
12.944,0,1,1,1,1,512,1,525,512,0,0
12.945,1,1,1,1,1,511,1,532,512,0,0
12.946,2,1,1,1,1,511,2,538,509,0,0
12.947,3,1,1,1,1,512,1,529,508,0,0
12.948,4,1,1,1,1,511,1,522,508,0,0
12.949,5,1,1,1,1,511,1,525,506,0,0
12.95,6,1,1,1,1,511,1,518,509,0,0
12.951,7,1,1,1,1,512,1,523,509,0,0
12.952,8,1,1,1,1,511,1,521,510,0,0
12.953,9,1,1,1,1,512,1,526,508,0,0
12.954,10,1,1,1,1,513,2,521,508,0,0
12.955,11,1,1,1,1,512,1,518,506,0,0
12.956,12,1,1,1,1,511,1,514,506,0,0
12.957,13,1,1,1,1,513,1,507,508,0,0
12.958,14,1,1,1,1,511,1,505,508,0,0
12.959,15,1,1,1,1,512,1,506,509,0,0
12.96,0,1,1,1,1,511,1,502,507,0,0
12.961,1,1,1,1,1,510,1,497,510,0,0
12.962,2,1,1,1,1,510,2,493,511,0,0
12.963,3,1,1,1,1,510,1,494,508,0,0
12.964,4,1,1,1,1,511,1,497,508,0,0
12.965,5,1,1,1,1,512,1,504,512,0,0
12.966,6,1,1,1,1,511,1,509,508,0,0
12.967,7,1,1,1,1,510,0,512,510,0,0
12.968,8,1,1,1,1,512,1,519,510,0,0
12.969,9,1,1,1,1,511,1,518,506,0,0
12.97,10,1,1,1,1,510,2,519,506,0,0
12.971,11,1,1,1,1,513,1,526,507,0,0
12.972,12,1,1,1,1,510,1,530,507,0,0
12.973,13,1,1,1,1,512,1,525,507,0,0
12.974,14,1,1,1,1,514,1,519,510,0,0
12.975,15,1,1,1,1,512,0,516,508,0,0
12.976,0,1,1,1,1,512,1,518,507,0,0
12.977,1,1,1,1,1,511,1,517,509,0,0
12.978,2,1,1,1,1,512,2,513,511,0,0
12.979,3,1,1,1,1,511,1,510,508,0,0
12.98,4,1,1,1,1,512,1,510,507,0,0
12.981,5,1,1,1,1,512,1,514,508,0,0
12.982,6,1,1,1,1,513,1,511,509,0,0
12.983,7,1,1,1,1,512,1,513,506,0,0
12.984,8,1,1,1,1,512,1,510,506,0,0
12.985,9,1,1,1,1,512,1,509,505,0,0
12.986,10,1,1,1,1,511,2,509,506,0,0
12.987,11,1,1,1,1,511,1,511,508,0,0
12.988,12,1,1,1,1,512,1,511,508,0,0
12.989,13,1,1,1,1,513,1,514,508,0,0
12.99,14,1,1,1,1,511,1,509,508,0,0
12.991,15,1,1,1,1,510,1,513,509,0,0
12.992,0,1,1,1,1,511,1,514,512,0,0
12.993,1,1,1,1,1,512,1,512,511,0,0
12.994,2,1,1,1,1,512,2,505,513,0,0
12.995,3,1,1,1,1,511,1,508,511,0,0
12.996,4,1,1,1,1,511,1,504,509,0,0
12.997,5,1,1,1,1,510,1,500,508,0,0
12.998,6,1,1,1,1,512,1,496,506,0,0
12.999,7,1,1,1,1,512,1,508,505,0,0
13.0,8,1,1,1,1,511,1,511,505,0,0
13.001,9,1,1,1,1,511,1,513,507,0,0
13.002,10,1,1,1,1,509,2,507,507,0,0
13.003,11,1,1,1,1,511,1,508,506,0,0
13.004,12,1,1,1,1,512,0,509,510,0,0
13.005,13,1,1,1,1,513,1,514,511,0,0
13.006,14,1,1,1,1,512,1,511,509,0,0
13.007,15,1,1,1,1,510,1,505,510,0,0
13.008,0,1,1,1,1,511,1,504,510,0,0
13.009,1,1,1,1,1,512,1,500,508,0,0
13.01,2,1,1,1,1,509,2,496,506,0,0
13.011,3,1,1,1,1,512,1,495,509,0,0
13.012,4,1,1,1,1,512,0,491,509,0,0
13.013,5,1,1,1,1,513,1,490,509,0,0
13.014,6,1,1,1,1,511,1,496,508,0,0
13.015,7,1,1,1,1,511,1,495,510,0,0
13.016,8,1,1,1,1,512,1,494,509,0,0
13.017,9,1,1,1,1,511,1,502,508,0,0
13.018,10,1,1,1,1,511,2,503,507,0,0
13.019,11,1,1,1,1,511,1,510,507,0,0
13.02,12,1,1,1,1,510,0,512,506,0,0
13.021,13,1,1,1,1,512,1,515,509,0,0
13.022,14,1,1,1,1,512,1,510,508,0,0
13.023,15,1,1,1,1,513,1,511,510,0,0
13.024,0,1,1,1,1,511,1,508,508,0,0
13.025,1,1,1,1,1,511,1,508,508,0,0
13.026,2,1,1,1,1,511,1,507,508,0,0
13.027,3,1,1,1,1,511,1,508,509,0,0
13.028,4,1,1,1,1,511,1,508,508,0,0
13.029,5,1,1,1,1,511,1,499,508,0,0
13.03,6,1,1,1,1,511,1,500,508,0,0
13.031,7,1,1,1,1,513,1,510,511,0,0
13.032,8,1,1,1,1,513,1,504,509,0,0
13.033,9,1,1,1,1,509,1,502,509,0,0
13.034,10,1,1,1,1,510,1,498,506,0,0
13.035,11,1,1,1,1,513,1,502,507,0,0
13.036,12,1,1,1,1,511,1,504,507,0,0
13.037,13,1,1,1,1,512,1,507,511,0,0
13.038,14,1,1,1,1,510,1,518,511,0,0
13.039,15,1,1,1,1,510,1,518,510,0,0
13.04,0,1,1,1,1,510,1,518,510,0,0
13.041,1,1,1,1,1,512,1,519,511,0,0
13.042,2,1,1,1,1,512,1,525,510,0,0
13.043,3,1,1,1,1,515,1,522,508,0,0
13.044,4,1,1,1,1,515,1,519,508,0,0
13.045,5,1,1,1,1,515,1,513,505,0,0
13.046,6,1,1,1,1,511,1,504,507,0,0
13.047,7,1,1,1,1,511,1,504,508,0,0
13.048,8,1,1,1,1,509,1,515,510,0,0
13.049,9,1,1,1,1,511,1,511,510,0,0
13.05,10,1,1,1,1,511,2,508,507,0,0
13.051,11,1,1,1,1,511,1,511,507,0,0
13.052,12,1,1,1,1,515,0,510,507,0,0
13.053,13,1,1,1,1,511,1,507,510,0,0
13.054,14,1,1,1,1,511,1,504,508,0,0
13.055,15,1,1,1,1,509,1,498,510,0,0
13.056,0,1,1,1,1,511,1,500,508,0,0
13.057,1,1,1,1,1,512,1,506,506,0,0
13.058,2,1,1,1,1,513,2,510,505,0,0
13.059,3,1,1,1,1,512,1,508,505,0,0
13.06,4,1,1,1,1,510,0,506,508,0,0
13.061,5,1,1,1,1,511,1,511,508,0,0
13.062,6,1,1,1,1,511,1,511,510,0,0
13.063,7,1,1,1,1,512,1,506,510,0,0
13.064,8,1,1,1,1,511,1,514,509,0,0
13.065,9,1,1,1,1,511,1,516,509,0,0
13.066,10,1,1,1,1,513,2,510,510,0,0
13.067,11,1,1,1,1,512,1,515,514,0,0
13.068,12,1,1,1,1,510,0,517,510,0,0
13.069,13,1,1,1,1,511,1,520,510,0,0
13.07,14,1,1,1,1,512,1,510,507,0,0
13.071,15,1,1,1,1,512,1,503,507,0,0
13.072,0,1,1,1,1,513,1,505,506,0,0
13.073,1,1,1,1,1,510,1,508,508,0,0
13.074,2,1,1,1,1,511,2,503,508,0,0
13.075,3,1,1,1,1,510,1,499,507,0,0
13.076,4,1,1,1,1,512,1,502,509,0,0
13.077,5,1,1,1,1,511,1,498,510,0,0
13.078,6,1,1,1,1,511,1,496,510,0,0
13.079,7,1,1,1,1,512,1,508,510,0,0
13.08,8,1,1,1,1,512,1,503,510,0,0
13.081,9,1,1,1,1,510,1,516,508,0,0
13.082,10,1,1,1,1,511,2,523,508,0,0
13.083,11,1,1,1,1,511,1,530,506,0,0
13.084,12,1,1,1,1,510,1,525,508,0,0
13.085,13,1,1,1,1,512,1,514,507,0,0
13.086,14,1,1,1,1,512,1,516,508,0,0
13.087,15,1,1,1,1,511,1,509,506,0,0
13.088,0,1,1,1,1,511,1,512,509,0,0
13.089,1,1,1,1,1,512,1,511,507,0,0
13.09,2,1,1,1,1,514,2,513,509,0,0
13.091,3,1,1,1,1,512,1,513,508,0,0
13.092,4,1,1,1,1,512,1,510,509,0,0
13.093,5,1,1,1,1,512,1,513,508,0,0
13.094,6,1,1,1,1,511,1,507,506,0,0
13.095,7,1,1,1,1,511,0,503,511,0,0
13.096,8,1,1,1,1,512,1,502,510,0,0
13.097,9,1,1,1,1,511,1,508,511,0,0
13.098,10,1,1,1,1,509,2,510,508,0,0
13.099,11,1,1,1,1,512,1,515,509,0,0
13.1,12,1,1,1,1,511,1,516,507,0,0
13.101,13,1,1,1,1,511,1,516,507,0,0
13.102,14,1,1,1,1,511,1,513,507,0,0
13.103,15,1,1,1,1,512,0,510,507,0,0
13.104,0,1,1,1,1,511,1,516,509,0,0
13.105,1,1,1,1,1,512,1,521,510,0,0
13.106,2,1,1,1,1,513,2,517,508,0,0
13.107,3,1,1,1,1,514,1,515,509,0,0
13.108,4,1,1,1,1,514,1,510,508,0,0
13.109,5,1,1,1,1,513,1,505,510,0,0
13.11,6,1,1,1,1,513,1,503,510,0,0
13.111,7,1,1,1,1,511,0,501,508,0,0
13.112,8,1,1,1,1,512,1,501,508,0,0
13.113,9,1,1,1,1,508,1,512,507,0,0
13.114,10,1,1,1,1,511,2,513,507,0,0
13.115,11,1,1,1,1,510,1,516,508,0,0
13.116,12,1,1,1,1,511,1,519,506,0,0
13.117,13,1,1,1,1,509,1,519,504,0,0
13.118,14,1,1,1,1,511,1,511,506,0,0
13.119,15,1,1,1,1,512,1,509,507,0,0
13.12,0,1,1,1,1,511,1,509,508,0,0
13.121,1,1,1,1,1,512,1,513,511,0,0
13.122,2,1,1,1,1,512,2,509,511,0,0
13.123,3,1,1,1,1,512,1,510,510,0,0
13.124,4,1,1,1,1,512,1,502,511,0,0
13.125,5,1,1,1,1,511,1,501,508,0,0
13.126,6,1,1,1,1,510,1,501,509,0,0
13.127,7,1,1,1,1,509,1,498,509,0,0
13.128,8,1,1,1,1,511,1,497,507,0,0
13.129,9,1,1,1,1,510,1,498,507,0,0
13.13,10,1,1,1,1,511,2,504,509,0,0
13.131,11,1,1,1,1,513,1,504,508,0,0
13.132,12,1,1,1,1,512,1,500,510,0,0
13.133,13,1,1,1,1,513,1,499,509,0,0
13.134,14,1,1,1,1,512,1,515,508,0,0
13.135,15,1,1,1,1,512,1,524,509,0,0
13.136,0,1,1,1,1,511,1,527,508,0,0
13.137,1,1,1,1,1,512,1,534,507,0,0
13.138,2,1,1,1,1,511,1,536,509,0,0
13.139,3,1,1,1,1,513,1,541,507,0,0
13.14,4,1,1,1,1,511,1,536,508,0,0
13.141,5,1,1,1,1,512,1,527,508,0,0
13.142,6,1,1,1,1,510,1,527,507,0,0
13.143,7,1,1,1,1,512,1,525,506,0,0
13.144,8,1,1,1,1,512,1,523,509,0,0
13.145,9,1,1,1,1,512,1,516,508,0,0
13.146,10,1,1,1,1,511,1,516,508,0,0
13.147,11,1,1,1,1,510,1,509,508,0,0
13.148,12,1,1,1,1,512,1,512,511,0,0
13.149,13,1,1,1,1,511,1,508,511,0,0
13.15,14,1,1,1,1,512,1,503,510,0,0
13.151,15,1,1,1,1,511,1,499,509,0,0
13.152,0,1,1,1,1,513,1,510,508,0,0
13.153,1,1,1,1,1,512,1,512,507,0,0
13.154,2,1,1,1,1,511,1,514,507,0,0
13.155,3,1,1,1,1,512,1,516,509,0,0
13.156,4,1,1,1,1,511,1,514,508,0,0
13.157,5,1,1,1,1,512,1,510,510,0,0
13.158,6,1,1,1,1,512,1,509,509,0,0
13.159,7,1,1,1,1,512,1,509,510,0,0
13.16,8,1,1,1,1,513,1,505,509,0,0
13.161,9,1,1,1,1,509,1,506,508,0,0
13.162,10,1,1,1,1,511,2,501,509,0,0
13.163,11,1,1,1,1,511,1,499,508,0,0
13.164,12,1,1,1,1,513,1,504,508,0,0
13.165,13,1,1,1,1,511,1,513,508,0,0
13.166,14,1,1,1,1,512,1,514,507,0,0
13.167,15,1,1,1,1,508,1,508,507,0,0
13.168,0,1,1,1,1,507,1,506,508,0,0
13.169,1,1,1,1,1,511,1,509,511,0,0
13.17,2,1,1,1,1,512,2,508,510,0,0
13.171,3,1,1,1,1,511,1,502,505,0,0
13.172,4,1,1,1,1,512,1,503,508,0,0
13.173,5,1,1,1,1,511,1,505,507,0,0
13.174,6,1,1,1,1,512,1,512,509,0,0
13.175,7,1,1,1,1,511,1,508,510,0,0
13.176,8,1,1,1,1,512,1,502,509,0,0
13.177,9,1,1,1,1,513,1,511,509,0,0
13.178,10,1,1,1,1,511,2,509,508,0,0
13.179,11,1,1,1,1,511,1,502,508,0,0
13.18,12,1,1,1,1,508,1,502,508,0,0
13.181,13,1,1,1,1,510,1,504,508,0,0
13.182,14,1,1,1,1,512,1,513,510,0,0
13.183,15,1,1,1,1,511,0,517,507,0,0
13.184,0,1,1,1,1,513,1,510,507,0,0
13.185,1,1,1,1,1,512,1,506,509,0,0
13.186,2,1,1,1,1,512,2,511,511,0,0
13.187,3,1,1,1,1,513,1,509,511,0,0
13.188,4,1,1,1,1,514,1,506,508,0,0
13.189,5,1,1,1,1,510,1,509,508,0,0
13.19,6,1,1,1,1,511,1,501,507,0,0
13.191,7,1,1,1,1,511,0,499,508,0,0
13.192,8,1,1,1,1,511,1,509,509,0,0
13.193,9,1,1,1,1,513,1,509,508,0,0
13.194,10,1,1,1,1,512,2,513,508,0,0
13.195,11,1,1,1,1,511,1,508,508,0,0
13.196,12,1,1,1,1,511,1,511,509,0,0
13.197,13,1,1,1,1,511,1,506,508,0,0
13.198,14,1,1,1,1,512,1,508,508,0,0
13.199,15,1,1,1,1,511,0,509,508,0,0
13.2,0,1,1,1,1,512,1,510,506,0,0
13.201,1,1,1,1,1,511,1,512,508,0,0
13.202,2,1,1,1,1,513,2,512,507,0,0
13.203,3,1,1,1,1,512,1,508,508,0,0
13.204,4,1,1,1,1,512,1,514,509,0,0
13.205,5,1,1,1,1,511,1,510,508,0,0
13.206,6,1,1,1,1,512,1,511,508,0,0
13.207,7,1,1,1,1,510,1,507,507,0,0
13.208,8,1,1,1,1,511,1,511,508,0,0
13.209,9,1,1,1,1,512,1,516,508,0,0
13.21,10,1,1,1,1,513,2,517,509,0,0
13.211,11,1,1,1,1,514,1,520,509,0,0
13.212,12,1,1,1,1,511,1,516,507,0,0
13.213,13,1,1,1,1,510,1,514,508,0,0
13.214,14,1,1,1,1,510,1,510,507,0,0
13.215,15,1,1,1,1,512,1,508,509,0,0
13.216,0,1,1,1,1,513,1,508,509,0,0
13.217,1,1,1,1,1,511,1,512,509,0,0
13.218,2,1,1,1,1,511,2,519,509,0,0
13.219,3,1,1,1,1,511,1,517,510,0,0
13.22,4,1,1,1,1,510,1,511,510,0,0
13.221,5,1,1,1,1,510,1,509,510,0,0
13.222,6,1,1,1,1,511,1,506,510,0,0
13.223,7,1,1,1,1,510,1,506,508,0,0
13.224,8,1,1,1,1,511,1,511,507,0,0
13.225,9,1,1,1,1,511,1,500,507,0,0
13.226,10,1,1,1,1,512,2,500,507,0,0
13.227,11,1,1,1,1,511,1,505,509,0,0
