Time(s),SeqNum,Digital0,Digital1,Digital2,Digital3,Analog0,Analog1,Analog2,Analog3,Analog4,Analog5
5.909,5,1,1,1,1,479,3,456,466,0,0
5.91,6,1,1,1,1,488,1,449,456,0,0
5.911,7,1,1,1,1,510,1,474,488,0,0
5.912,8,1,1,1,1,530,0,479,550,0,0
5.913,9,1,1,1,1,523,1,471,546,0,0
5.914,10,1,1,1,1,507,1,487,535,0,0
5.915,11,1,1,1,1,503,1,500,522,0,0
5.916,12,1,1,1,1,510,1,553,515,0,0
5.917,13,1,1,1,1,527,3,580,507,0,0
5.918,14,1,1,1,1,535,1,577,498,0,0
5.919,15,1,1,1,1,541,1,542,483,0,0
5.92,0,1,1,1,1,543,0,504,470,0,0
5.921,1,1,1,1,1,526,1,481,472,0,0
5.922,2,1,1,1,1,510,1,501,488,0,0
5.923,3,1,1,1,1,505,1,562,499,0,0
5.924,4,1,1,1,1,528,1,625,418,0,0
5.925,5,1,1,1,1,545,3,620,430,0,0
5.926,6,1,1,1,1,536,1,576,528,0,0
5.927,7,1,1,1,1,539,1,508,607,0,0
5.928,8,1,1,1,1,520,1,425,563,0,0
5.929,9,1,1,1,1,474,1,339,514,0,0
5.93,10,1,1,1,1,421,0,321,507,0,0
5.931,11,1,1,1,1,422,1,370,493,0,0
5.932,12,1,1,1,1,443,1,426,486,0,0
5.933,13,1,1,1,1,498,3,511,467,0,0
5.934,14,1,1,1,1,524,1,569,577,0,0
5.935,15,1,1,1,1,526,1,601,616,0,0
5.936,0,1,1,1,1,531,1,607,534,0,0
5.937,1,1,1,1,1,562,1,601,505,0,0
5.938,2,1,1,1,1,556,1,567,481,0,0
5.939,3,1,1,1,1,524,1,511,505,0,0
5.94,4,1,1,1,1,509,1,473,522,0,0
5.941,5,1,1,1,1,504,3,472,499,0,0
5.942,6,1,1,1,1,494,1,513,555,0,0
5.943,7,1,1,1,1,491,1,545,511,0,0
5.944,8,1,1,1,1,510,1,548,492,0,0
5.945,9,1,1,1,1,531,1,541,497,0,0
5.946,10,1,1,1,1,532,1,518,500,0,0
5.947,11,1,1,1,1,531,1,489,494,0,0
5.948,12,1,1,1,1,518,1,483,491,0,0
5.949,13,1,1,1,1,511,2,488,483,0,0
5.95,14,1,1,1,1,501,1,489,489,0,0
5.951,15,1,1,1,1,493,1,486,498,0,0
5.952,0,1,1,1,1,507,1,512,490,0,0
5.953,1,1,1,1,1,508,1,513,490,0,0
5.954,2,1,1,1,1,504,1,497,526,0,0
5.955,3,1,1,1,1,496,1,487,543,0,0
5.956,4,1,1,1,1,491,1,498,513,0,0
5.957,5,1,1,1,1,513,2,530,512,0,0
5.958,6,1,1,1,1,534,1,552,493,0,0
5.959,7,1,1,1,1,542,1,564,495,0,0
5.96,8,1,1,1,1,539,1,559,499,0,0
5.961,9,1,1,1,1,530,1,546,518,0,0
5.962,10,1,1,1,1,516,1,520,566,0,0
5.963,11,1,1,1,1,500,1,491,522,0,0
5.964,12,1,1,1,1,513,1,510,513,0,0
5.965,13,1,1,1,1,520,2,571,498,0,0
5.966,14,1,1,1,1,516,1,555,475,0,0
5.967,15,1,1,1,1,515,1,519,482,0,0
5.968,0,1,1,1,1,518,1,498,510,0,0
5.969,1,1,1,1,1,518,1,482,553,0,0
5.97,2,1,1,1,1,501,1,455,534,0,0
5.971,3,1,1,1,1,484,1,422,502,0,0
5.972,4,1,1,1,1,463,1,415,460,0,0
5.973,5,1,1,1,1,451,3,424,495,0,0
5.974,6,1,1,1,1,467,1,463,508,0,0
5.975,7,1,1,1,1,501,1,516,443,0,0
5.976,8,1,1,1,1,555,1,580,441,0,0
5.977,9,1,1,1,1,544,1,606,471,0,0
5.978,10,1,1,1,1,543,1,600,515,0,0
5.979,11,1,1,1,1,541,1,571,555,0,0
5.98,12,1,1,1,1,534,1,527,551,0,0
5.981,13,1,1,1,1,532,3,463,526,0,0
5.982,14,1,1,1,1,519,1,409,531,0,0
5.983,15,1,1,1,1,448,1,381,537,0,0
5.984,0,1,1,1,1,448,1,449,531,0,0
5.985,1,1,1,1,1,481,1,502,541,0,0
5.986,2,1,1,1,1,521,1,544,508,0,0
5.987,3,1,1,1,1,531,1,560,526,0,0
5.988,4,1,1,1,1,534,1,548,538,0,0
5.989,5,1,1,1,1,534,3,547,510,0,0
5.99,6,1,1,1,1,522,1,536,493,0,0
5.991,7,1,1,1,1,515,1,514,494,0,0
5.992,8,1,1,1,1,524,0,529,499,0,0
5.993,9,1,1,1,1,513,1,534,504,0,0
5.994,10,1,1,1,1,510,1,531,524,0,0
5.995,11,1,1,1,1,515,1,525,500,0,0
5.996,12,1,1,1,1,514,1,510,514,0,0
5.997,13,1,1,1,1,519,3,509,472,0,0
5.998,14,1,1,1,1,520,1,509,479,0,0
5.999,15,1,1,1,1,526,1,534,502,0,0
6.0,0,1,1,1,1,523,0,577,568,0,0
6.001,1,1,1,1,1,526,1,585,528,0,0
6.002,2,1,1,1,1,545,1,572,474,0,0
6.003,3,1,1,1,1,526,1,538,499,0,0
6.004,4,1,1,1,1,515,1,490,503,0,0
6.005,5,1,1,1,1,526,3,465,514,0,0
6.006,6,1,1,1,1,505,1,436,521,0,0
6.007,7,1,1,1,1,473,1,389,519,0,0
6.008,8,1,1,1,1,455,0,390,482,0,0
6.009,9,1,1,1,1,463,1,434,435,0,0
6.01,10,1,1,1,1,470,1,470,503,0,0
6.011,11,1,1,1,1,483,1,498,527,0,0
6.012,12,1,1,1,1,504,1,527,512,0,0
6.013,13,1,1,1,1,509,3,537,508,0,0
6.014,14,1,1,1,1,519,1,542,508,0,0
6.015,15,1,1,1,1,535,1,560,502,0,0
6.016,0,1,1,1,1,541,1,570,509,0,0
6.017,1,1,1,1,1,543,1,593,513,0,0
6.018,2,1,1,1,1,550,1,628,505,0,0
6.019,3,1,1,1,1,544,1,612,502,0,0
6.02,4,1,1,1,1,534,1,567,494,0,0
6.021,5,1,1,1,1,531,3,511,517,0,0
6.022,6,1,1,1,1,531,1,447,528,0,0
6.023,7,1,1,1,1,505,1,393,559,0,0
6.024,8,1,1,1,1,465,1,368,526,0,0
6.025,9,1,1,1,1,441,1,354,544,0,0
6.026,10,1,1,1,1,442,1,401,528,0,0
6.027,11,1,1,1,1,465,1,473,496,0,0
6.028,12,1,1,1,1,505,1,542,467,0,0
6.029,13,1,1,1,1,531,3,585,472,0,0
6.03,14,1,1,1,1,530,1,576,479,0,0
6.031,15,1,1,1,1,538,1,575,479,0,0
6.032,0,1,1,1,1,536,1,571,505,0,0
6.033,1,1,1,1,1,526,1,539,512,0,0
6.034,2,1,1,1,1,509,1,499,531,0,0
6.035,3,1,1,1,1,504,0,477,514,0,0
6.036,4,1,1,1,1,518,1,487,571,0,0
6.037,5,1,1,1,1,521,3,513,557,0,0
6.038,6,1,1,1,1,529,1,559,514,0,0
6.039,7,1,1,1,1,532,1,551,497,0,0
6.04,8,1,1,1,1,521,1,524,492,0,0
6.041,9,1,1,1,1,519,1,513,478,0,0
6.042,10,1,1,1,1,508,1,519,447,0,0
6.043,11,1,1,1,1,496,0,486,472,0,0
6.044,12,1,1,1,1,501,1,470,492,0,0
6.045,13,1,1,1,1,513,3,489,479,0,0
6.046,14,1,1,1,1,539,1,518,532,0,0
6.047,15,1,1,1,1,538,1,538,505,0,0
6.048,0,1,1,1,1,526,1,531,500,0,0
6.049,1,1,1,1,1,492,1,490,481,0,0
6.05,2,1,1,1,1,468,1,456,554,0,0
6.051,3,1,1,1,1,481,0,468,619,0,0
6.052,4,1,1,1,1,478,1,455,581,0,0
6.053,5,1,1,1,1,468,1,436,540,0,0
6.054,6,1,1,1,1,487,1,474,515,0,0
6.055,7,1,1,1,1,503,1,507,464,0,0
6.056,8,1,1,1,1,514,1,539,502,0,0
6.057,9,1,1,1,1,538,1,563,512,0,0
6.058,10,1,1,1,1,543,1,565,505,0,0
6.059,11,1,1,1,1,531,1,543,503,0,0
6.06,12,1,1,1,1,522,1,529,502,0,0
6.061,13,1,1,1,1,530,1,532,497,0,0
6.062,14,1,1,1,1,527,1,530,476,0,0
6.063,15,1,1,1,1,517,1,526,469,0,0
6.064,0,1,1,1,1,523,1,542,475,0,0
6.065,1,1,1,1,1,526,1,560,489,0,0
6.066,2,1,1,1,1,532,1,544,497,0,0
6.067,3,1,1,1,1,517,1,513,493,0,0
6.068,4,1,1,1,1,495,1,462,487,0,0
6.069,5,1,1,1,1,489,1,443,484,0,0
6.07,6,1,1,1,1,484,1,443,478,0,0
6.071,7,1,1,1,1,480,1,450,504,0,0
6.072,8,1,1,1,1,468,1,472,563,0,0
6.073,9,1,1,1,1,522,1,530,532,0,0
6.074,10,1,1,1,1,530,1,554,539,0,0
6.075,11,1,1,1,1,534,1,564,533,0,0
6.076,12,1,1,1,1,530,1,585,515,0,0
6.077,13,1,1,1,1,534,3,612,515,0,0
6.078,14,1,1,1,1,534,1,594,544,0,0
6.079,15,1,1,1,1,527,1,577,522,0,0
6.08,0,1,1,1,1,547,1,628,536,0,0
6.081,1,1,1,1,1,558,1,578,507,0,0
6.082,2,1,1,1,1,528,1,473,502,0,0
6.083,3,1,1,1,1,486,0,387,551,0,0
6.084,4,1,1,1,1,459,1,336,543,0,0
6.085,5,1,1,1,1,441,3,308,511,0,0
6.086,6,1,1,1,1,459,1,369,496,0,0
6.087,7,1,1,1,1,464,1,395,465,0,0
6.088,8,1,1,1,1,464,1,433,457,0,0
6.089,9,1,1,1,1,487,1,503,478,0,0
6.09,10,1,1,1,1,523,1,562,505,0,0
6.091,11,1,1,1,1,543,1,575,507,0,0
6.092,12,1,1,1,1,548,2,590,538,0,0
6.093,13,1,1,1,1,535,3,583,527,0,0
6.094,14,1,1,1,1,539,1,604,470,0,0
6.095,15,1,1,1,1,526,1,592,455,0,0
6.096,0,1,1,1,1,526,1,563,485,0,0
6.097,1,1,1,1,1,535,1,545,515,0,0
6.098,2,1,1,1,1,535,1,526,546,0,0
6.099,3,1,1,1,1,510,1,515,512,0,0
6.1,4,1,1,1,1,512,1,489,510,0,0
6.101,5,1,1,1,1,516,3,485,514,0,0
6.102,6,1,1,1,1,495,1,483,553,0,0
6.103,7,1,1,1,1,492,1,471,544,0,0
6.104,8,1,1,1,1,489,1,453,512,0,0
6.105,9,1,1,1,1,480,1,457,532,0,0
6.106,10,1,1,1,1,501,1,484,485,0,0
6.107,11,1,1,1,1,493,1,497,488,0,0
6.108,12,1,1,1,1,502,1,513,488,0,0
6.109,13,1,1,1,1,533,3,547,476,0,0
6.11,14,1,1,1,1,540,1,542,474,0,0
6.111,15,1,1,1,1,529,1,527,469,0,0
6.112,0,1,1,1,1,525,1,503,498,0,0
6.113,1,1,1,1,1,516,1,504,491,0,0
6.114,2,1,1,1,1,515,1,519,529,0,0
6.115,3,1,1,1,1,513,1,554,574,0,0
6.116,4,1,1,1,1,538,1,595,531,0,0
6.117,5,1,1,1,1,527,3,571,463,0,0
6.118,6,1,1,1,1,523,1,526,477,0,0
6.119,7,1,1,1,1,485,1,447,497,0,0
6.12,8,1,1,1,1,480,0,418,528,0,0
6.121,9,1,1,1,1,495,1,409,547,0,0
6.122,10,1,1,1,1,498,1,432,572,0,0
6.123,11,1,1,1,1,491,1,471,553,0,0
6.124,12,1,1,1,1,497,1,508,520,0,0
6.125,13,1,1,1,1,523,3,551,498,0,0
6.126,14,1,1,1,1,525,1,569,483,0,0
6.127,15,1,1,1,1,529,1,569,500,0,0
6.128,0,1,1,1,1,529,0,546,505,0,0
6.129,1,1,1,1,1,511,1,508,501,0,0
6.13,2,1,1,1,1,499,1,475,504,0,0
6.131,3,1,1,1,1,510,1,478,511,0,0
6.132,4,1,1,1,1,515,1,487,500,0,0
6.133,5,1,1,1,1,503,3,498,489,0,0
6.134,6,1,1,1,1,505,1,509,479,0,0
6.135,7,1,1,1,1,512,1,530,489,0,0
6.136,8,1,1,1,1,515,0,534,484,0,0
6.137,9,1,1,1,1,523,1,534,502,0,0
6.138,10,1,1,1,1,507,1,510,532,0,0
6.139,11,1,1,1,1,507,1,505,531,0,0
6.14,12,1,1,1,1,488,1,490,478,0,0
6.141,13,1,1,1,1,499,3,494,464,0,0
6.142,14,1,1,1,1,496,1,498,500,0,0
6.143,15,1,1,1,1,506,1,507,559,0,0
6.144,0,1,1,1,1,519,1,508,575,0,0
6.145,1,1,1,1,1,530,1,519,534,0,0
6.146,2,1,1,1,1,526,1,526,536,0,0
6.147,3,1,1,1,1,522,1,537,519,0,0
6.148,4,1,1,1,1,523,1,531,497,0,0
6.149,5,1,1,1,1,518,3,529,490,0,0
6.15,6,1,1,1,1,518,1,515,487,0,0
6.151,7,1,1,1,1,524,1,527,483,0,0
6.152,8,1,1,1,1,533,1,549,458,0,0
6.153,9,1,1,1,1,539,1,594,477,0,0
6.154,10,1,1,1,1,542,1,642,520,0,0
6.155,11,1,1,1,1,540,1,600,503,0,0
6.156,12,1,1,1,1,540,1,543,502,0,0
6.157,13,1,1,1,1,509,3,467,480,0,0
6.158,14,1,1,1,1,470,1,384,516,0,0
6.159,15,1,1,1,1,422,1,319,590,0,0
6.16,0,1,1,1,1,429,1,334,563,0,0
6.161,1,1,1,1,1,475,1,410,533,0,0
6.162,2,1,1,1,1,482,1,455,521,0,0
6.163,3,1,1,1,1,500,1,500,523,0,0
6.164,4,1,1,1,1,528,1,531,516,0,0
6.165,5,1,1,1,1,535,2,548,496,0,0
6.166,6,1,1,1,1,543,1,565,481,0,0
6.167,7,1,1,1,1,543,1,564,479,0,0
6.168,8,1,1,1,1,537,1,591,455,0,0
6.169,9,1,1,1,1,544,1,595,453,0,0
6.17,10,1,1,1,1,532,1,567,462,0,0
6.171,11,1,1,1,1,531,1,543,527,0,0
6.172,12,1,1,1,1,500,1,484,605,0,0
6.173,13,1,1,1,1,484,1,451,582,0,0
6.174,14,1,1,1,1,480,1,457,531,0,0
6.175,15,1,1,1,1,483,1,491,492,0,0
6.176,0,1,1,1,1,499,1,504,517,0,0
6.177,1,1,1,1,1,514,1,517,500,0,0
6.178,2,1,1,1,1,548,1,533,499,0,0
6.179,3,1,1,1,1,538,1,506,489,0,0
6.18,4,1,1,1,1,516,1,508,488,0,0
6.181,5,1,1,1,1,504,2,487,536,0,0
6.182,6,1,1,1,1,480,1,448,513,0,0
6.183,7,1,1,1,1,493,1,487,519,0,0
6.184,8,1,1,1,1,504,1,508,510,0,0
6.185,9,1,1,1,1,512,1,512,494,0,0
6.186,10,1,1,1,1,519,1,532,483,0,0
6.187,11,1,1,1,1,521,1,547,492,0,0
6.188,12,1,1,1,1,526,1,552,501,0,0
6.189,13,1,1,1,1,518,3,533,494,0,0
6.19,14,1,1,1,1,515,1,526,499,0,0
6.191,15,1,1,1,1,529,1,573,515,0,0
6.192,0,1,1,1,1,537,1,599,519,0,0
6.193,1,1,1,1,1,535,1,563,505,0,0
6.194,2,1,1,1,1,536,1,534,510,0,0
6.195,3,1,1,1,1,534,1,508,505,0,0
6.196,4,1,1,1,1,499,1,449,523,0,0
6.197,5,1,1,1,1,463,3,395,495,0,0
6.198,6,1,1,1,1,461,1,391,487,0,0
6.199,7,1,1,1,1,459,1,426,508,0,0
6.2,8,1,1,1,1,465,1,448,504,0,0
6.201,9,1,1,1,1,508,1,502,516,0,0
6.202,10,1,1,1,1,507,1,521,522,0,0
6.203,11,1,1,1,1,525,1,542,530,0,0
6.204,12,1,1,1,1,548,2,560,505,0,0
6.205,13,1,1,1,1,543,3,547,477,0,0
6.206,14,1,1,1,1,523,1,524,484,0,0
6.207,15,1,1,1,1,529,1,512,477,0,0
6.208,0,1,1,1,1,512,0,494,454,0,0
6.209,1,1,1,1,1,465,1,482,560,0,0
6.21,2,1,1,1,1,480,1,497,584,0,0
6.211,3,1,1,1,1,495,1,499,563,0,0
6.212,4,1,1,1,1,519,1,528,519,0,0
6.213,5,1,1,1,1,525,3,544,519,0,0
6.214,6,1,1,1,1,522,1,532,519,0,0
6.215,7,1,1,1,1,522,1,529,500,0,0
6.216,8,1,1,1,1,520,0,522,497,0,0
6.217,9,1,1,1,1,520,1,515,510,0,0
6.218,10,1,1,1,1,524,1,516,524,0,0
6.219,11,1,1,1,1,516,1,509,514,0,0
6.22,12,1,1,1,1,503,1,502,491,0,0
6.221,13,1,1,1,1,499,3,503,494,0,0
6.222,14,1,1,1,1,507,1,520,502,0,0
6.223,15,1,1,1,1,515,1,521,509,0,0
6.224,0,1,1,1,1,531,0,537,528,0,0
6.225,1,1,1,1,1,539,1,556,513,0,0
6.226,2,1,1,1,1,545,1,572,471,0,0
6.227,3,1,1,1,1,540,1,550,491,0,0
6.228,4,1,1,1,1,514,1,504,493,0,0
6.229,5,1,1,1,1,487,3,461,496,0,0
6.23,6,1,1,1,1,485,1,446,497,0,0
6.231,7,1,1,1,1,486,1,449,509,0,0
6.232,8,1,1,1,1,483,1,461,501,0,0
6.233,9,1,1,1,1,487,1,464,485,0,0
6.234,10,1,1,1,1,492,1,500,504,0,0
6.235,11,1,1,1,1,519,1,529,531,0,0
6.236,12,1,1,1,1,537,1,544,555,0,0
6.237,13,1,1,1,1,535,3,546,558,0,0
6.238,14,1,1,1,1,531,1,561,515,0,0
6.239,15,1,1,1,1,531,1,591,487,0,0
6.24,0,1,1,1,1,529,1,609,494,0,0
6.241,1,1,1,1,1,523,1,563,488,0,0
6.242,2,1,1,1,1,509,1,529,486,0,0
6.243,3,1,1,1,1,524,1,508,476,0,0
6.244,4,1,1,1,1,510,1,450,480,0,0
6.245,5,1,1,1,1,494,3,401,519,0,0
6.246,6,1,1,1,1,468,1,389,583,0,0
6.247,7,1,1,1,1,454,1,393,547,0,0
6.248,8,1,1,1,1,468,1,427,482,0,0
6.249,9,1,1,1,1,495,1,484,477,0,0
6.25,10,1,1,1,1,500,1,504,523,0,0
6.251,11,1,1,1,1,509,1,521,521,0,0
6.252,12,1,1,1,1,534,1,540,521,0,0
6.253,13,1,1,1,1,533,3,545,525,0,0
6.254,14,1,1,1,1,525,1,548,520,0,0
6.255,15,1,1,1,1,529,1,550,492,0,0
6.256,0,1,1,1,1,535,1,554,457,0,0
6.257,1,1,1,1,1,537,1,553,489,0,0
6.258,2,1,1,1,1,522,1,545,513,0,0
6.259,3,1,1,1,1,525,1,533,479,0,0
6.26,4,1,1,1,1,546,1,583,486,0,0
6.261,5,1,1,1,1,548,3,614,489,0,0
6.262,6,1,1,1,1,532,1,575,528,0,0
6.263,7,1,1,1,1,517,1,549,532,0,0
6.264,8,1,1,1,1,512,1,529,543,0,0
6.265,9,1,1,1,1,496,1,449,558,0,0
6.266,10,1,1,1,1,471,1,376,529,0,0
6.267,11,1,1,1,1,452,0,346,532,0,0
6.268,12,1,1,1,1,446,1,332,473,0,0
6.269,13,1,1,1,1,477,3,405,411,0,0
6.27,14,1,1,1,1,487,1,447,471,0,0
6.271,15,1,1,1,1,482,1,479,510,0,0
6.272,0,1,1,1,1,492,1,501,574,0,0
6.273,1,1,1,1,1,531,1,562,562,0,0
6.274,2,1,1,1,1,552,1,574,535,0,0
6.275,3,1,1,1,1,534,1,564,517,0,0
6.276,4,1,1,1,1,529,1,556,517,0,0
6.277,5,1,1,1,1,523,1,550,470,0,0
6.278,6,1,1,1,1,526,1,560,469,0,0
6.279,7,1,1,1,1,524,1,567,502,0,0
6.28,8,1,1,1,1,519,1,566,510,0,0
6.281,9,1,1,1,1,523,1,564,499,0,0
6.282,10,1,1,1,1,527,1,540,510,0,0
6.283,11,1,1,1,1,512,1,510,505,0,0
6.284,12,1,1,1,1,506,1,492,543,0,0
6.285,13,1,1,1,1,512,1,495,519,0,0
6.286,14,1,1,1,1,503,1,488,536,0,0
6.287,15,1,1,1,1,518,1,510,500,0,0
6.288,0,1,1,1,1,518,1,502,484,0,0
6.289,1,1,1,1,1,510,1,511,507,0,0
6.29,2,1,1,1,1,526,1,553,536,0,0
6.291,3,1,1,1,1,539,1,568,525,0,0
6.292,4,1,1,1,1,545,1,577,492,0,0
6.293,5,1,1,1,1,530,3,551,494,0,0
6.294,6,1,1,1,1,518,1,504,499,0,0
6.295,7,1,1,1,1,491,1,429,513,0,0
6.296,8,1,1,1,1,485,1,414,519,0,0
6.297,9,1,1,1,1,467,1,396,519,0,0
6.298,10,1,1,1,1,455,1,392,503,0,0
6.299,11,1,1,1,1,470,0,431,487,0,0
6.3,12,1,1,1,1,476,1,467,485,0,0
6.301,13,1,1,1,1,495,3,504,502,0,0
6.302,14,1,1,1,1,503,1,505,483,0,0
6.303,15,1,1,1,1,519,1,529,447,0,0
6.304,0,1,1,1,1,523,1,534,489,0,0
6.305,1,1,1,1,1,513,1,546,524,0,0
6.306,2,1,1,1,1,534,1,585,531,0,0
6.307,3,1,1,1,1,550,1,601,543,0,0
6.308,4,1,1,1,1,544,1,580,579,0,0
6.309,5,1,1,1,1,548,3,560,529,0,0
6.31,6,1,1,1,1,556,1,543,457,0,0
6.311,7,1,1,1,1,509,1,495,492,0,0
6.312,8,1,1,1,1,499,1,496,505,0,0
6.313,9,1,1,1,1,510,1,505,502,0,0
6.314,10,1,1,1,1,504,1,515,515,0,0
6.315,11,1,1,1,1,508,1,526,503,0,0
6.316,12,1,1,1,1,510,1,505,500,0,0
6.317,13,1,1,1,1,501,3,483,475,0,0
6.318,14,1,1,1,1,489,1,468,527,0,0
6.319,15,1,1,1,1,510,1,490,546,0,0
6.32,0,1,1,1,1,503,1,489,566,0,0
6.321,1,1,1,1,1,491,1,487,553,0,0
6.322,2,1,1,1,1,518,1,527,499,0,0
6.323,3,1,1,1,1,537,1,568,476,0,0
6.324,4,1,1,1,1,539,1,609,504,0,0
6.325,5,1,1,1,1,546,3,616,510,0,0
6.326,6,1,1,1,1,538,1,566,487,0,0
6.327,7,1,1,1,1,547,1,548,475,0,0
6.328,8,1,1,1,1,515,1,498,503,0,0
6.329,9,1,1,1,1,496,1,466,501,0,0
6.33,10,1,1,1,1,496,1,428,490,0,0
6.331,11,1,1,1,1,480,1,411,532,0,0
6.332,12,1,1,1,1,474,1,422,547,0,0
6.333,13,1,1,1,1,487,3,460,557,0,0
6.334,14,1,1,1,1,496,1,459,499,0,0
6.335,15,1,1,1,1,489,1,444,464,0,0
6.336,0,1,1,1,1,470,1,431,488,0,0
6.337,1,1,1,1,1,483,1,469,504,0,0
6.338,2,1,1,1,1,523,1,535,509,0,0
6.339,3,1,1,1,1,514,1,553,548,0,0
6.34,4,1,1,1,1,510,1,550,467,0,0
6.341,5,1,1,1,1,525,3,555,450,0,0
6.342,6,1,1,1,1,537,1,551,503,0,0
6.343,7,1,1,1,1,533,1,531,534,0,0
6.344,8,1,1,1,1,527,0,517,502,0,0
6.345,9,1,1,1,1,524,1,495,497,0,0
6.346,10,1,1,1,1,502,1,495,515,0,0
6.347,11,1,1,1,1,509,1,526,508,0,0
6.348,12,1,1,1,1,536,1,619,498,0,0
6.349,13,1,1,1,1,549,3,684,531,0,0
6.35,14,1,1,1,1,544,1,641,519,0,0
6.351,15,1,1,1,1,544,1,559,521,0,0
6.352,0,1,1,1,1,565,1,507,546,0,0
6.353,1,1,1,1,1,528,1,423,538,0,0
6.354,2,1,1,1,1,464,1,322,509,0,0
6.355,3,1,1,1,1,420,1,311,478,0,0
6.356,4,1,1,1,1,409,1,353,494,0,0
6.357,5,1,1,1,1,454,3,450,484,0,0
6.358,6,1,1,1,1,500,1,532,470,0,0
6.359,7,1,1,1,1,530,1,578,521,0,0
6.36,8,1,1,1,1,532,1,593,564,0,0
6.361,9,1,1,1,1,537,1,585,550,0,0
6.362,10,1,1,1,1,516,1,540,520,0,0
6.363,11,1,1,1,1,509,1,505,512,0,0
6.364,12,1,1,1,1,499,1,482,535,0,0
6.365,13,1,1,1,1,489,3,477,526,0,0
6.366,14,1,1,1,1,527,1,506,493,0,0
6.367,15,1,1,1,1,532,1,520,461,0,0
6.368,0,1,1,1,1,521,1,542,515,0,0
6.369,1,1,1,1,1,545,1,585,472,0,0
6.37,2,1,1,1,1,565,2,607,483,0,0
6.371,3,1,1,1,1,550,1,578,491,0,0
6.372,4,1,1,1,1,542,1,536,496,0,0
6.373,5,1,1,1,1,523,3,487,506,0,0
6.374,6,1,1,1,1,500,1,462,513,0,0
6.375,7,1,1,1,1,475,1,436,542,0,0
6.376,8,1,1,1,1,467,1,432,518,0,0
6.377,9,1,1,1,1,470,1,447,511,0,0
6.378,10,1,1,1,1,472,1,491,501,0,0
6.379,11,1,1,1,1,505,1,589,495,0,0
6.38,12,1,1,1,1,540,1,617,499,0,0
6.381,13,1,1,1,1,556,2,604,511,0,0
6.382,14,1,1,1,1,552,1,568,503,0,0
6.383,15,1,1,1,1,522,1,493,546,0,0
6.384,0,1,1,1,1,496,1,430,518,0,0
6.385,1,1,1,1,1,477,1,399,492,0,0
6.386,2,1,1,1,1,463,1,400,515,0,0
6.387,3,1,1,1,1,475,1,445,503,0,0
6.388,4,1,1,1,1,496,1,487,499,0,0
6.389,5,1,1,1,1,536,2,534,504,0,0
6.39,6,1,1,1,1,527,1,531,500,0,0
6.391,7,1,1,1,1,511,1,518,504,0,0
6.392,8,1,1,1,1,515,1,523,519,0,0
6.393,9,1,1,1,1,521,1,524,515,0,0
6.394,10,1,1,1,1,517,1,515,514,0,0
6.395,11,1,1,1,1,514,1,526,501,0,0
6.396,12,1,1,1,1,524,1,546,503,0,0
6.397,13,1,1,1,1,535,2,552,494,0,0
6.398,14,1,1,1,1,536,1,554,481,0,0
6.399,15,1,1,1,1,524,1,536,510,0,0
6.4,0,1,1,1,1,523,1,519,521,0,0
6.401,1,1,1,1,1,524,1,556,553,0,0
6.402,2,1,1,1,1,536,1,584,519,0,0
6.403,3,1,1,1,1,524,1,576,465,0,0
6.404,4,1,1,1,1,525,1,564,493,0,0
6.405,5,1,1,1,1,517,3,542,521,0,0
6.406,6,1,1,1,1,523,1,501,548,0,0
6.407,7,1,1,1,1,496,1,459,523,0,0
6.408,8,1,1,1,1,483,1,458,500,0,0
6.409,9,1,1,1,1,464,1,440,494,0,0
6.41,10,1,1,1,1,486,1,433,427,0,0
6.411,11,1,1,1,1,490,1,423,431,0,0
6.412,12,1,1,1,1,496,1,406,455,0,0
6.413,13,1,1,1,1,469,3,378,520,0,0
6.414,14,1,1,1,1,445,0,393,618,0,0
6.415,15,1,1,1,1,469,1,440,604,0,0
6.416,0,1,1,1,1,487,1,489,595,0,0
6.417,1,1,1,1,1,491,1,530,580,0,0
6.418,2,1,1,1,1,511,1,558,559,0,0
6.419,3,1,1,1,1,550,1,590,480,0,0
6.42,4,1,1,1,1,551,2,585,449,0,0
6.421,5,1,1,1,1,544,3,574,465,0,0
6.422,6,1,1,1,1,531,1,553,505,0,0
6.423,7,1,1,1,1,522,1,539,502,0,0
6.424,8,1,1,1,1,535,0,543,474,0,0
6.425,9,1,1,1,1,531,1,545,482,0,0
6.426,10,1,1,1,1,523,1,559,499,0,0
6.427,11,1,1,1,1,534,1,569,493,0,0
6.428,12,1,1,1,1,540,1,553,504,0,0
6.429,13,1,1,1,1,534,3,527,501,0,0
6.43,14,1,1,1,1,524,1,502,498,0,0
6.431,15,1,1,1,1,531,1,540,486,0,0
6.432,0,1,1,1,1,535,0,582,481,0,0
6.433,1,1,1,1,1,535,1,630,472,0,0
6.434,2,1,1,1,1,523,1,595,484,0,0
6.435,3,1,1,1,1,511,1,539,612,0,0
6.436,4,1,1,1,1,510,1,491,607,0,0
6.437,5,1,1,1,1,486,3,408,540,0,0
6.438,6,1,1,1,1,463,1,333,482,0,0
6.439,7,1,1,1,1,431,1,312,443,0,0
6.44,8,1,1,1,1,419,0,345,468,0,0
6.441,9,1,1,1,1,466,1,430,484,0,0
6.442,10,1,1,1,1,515,1,508,494,0,0
6.443,11,1,1,1,1,552,1,543,518,0,0
6.444,12,1,1,1,1,514,1,528,528,0,0
